title,year,rating
'night Mother,1986,7.6
Aliens,1986,8.4
"Amor brujo, El (Love Bewitched, A)",1986,7.0
Asterix in Britain (Astérix chez les Bretons),1986,7.1
"Better Tomorrow, A (Ying hung boon sik)",1986,7.4
Big Trouble in Little China,1986,7.2
Blue Velvet,1986,7.7
Children of a Lesser God,1986,7.2
Chopping Mall (a.k.a. Killbots),1986,8.2
"Color of Money, The",1986,7.0
Crossroads,1986,7.1
"Decline of the American Empire, The (Déclin de l'empire américain, Le)",1986,7.1
Down by Law,1986,7.7
Eureka,1986,7.9
Ferris Bueller's Day Off,1986,7.8
"Fly, The",1986,7.6
"Great Mouse Detective, The",1986,7.1
Hannah and Her Sisters,1986,7.8
Henry: Portrait of a Serial Killer,1986,7.0
Highlander,1986,7.0
"Hitcher, The",1986,7.2
House,1986,7.2
Jean de Florette,1986,8.1
Labyrinth,1986,7.3
Lady Jane,1986,7.1
Little Shop of Horrors,1986,7.1
Man Facing Southeast,1986,7.6
Manhunter,1986,7.2
Manon of the Spring (Manon des sources),1986,8.0
"Mission, The",1986,7.4
Mona Lisa,1986,7.3
"Name of the Rose, The (Name der Rose, Der)",1986,7.7
Platoon,1986,8.1
"Room with a View, A",1986,7.2
Salvador,1986,7.4
Sid and Nancy,1986,7.0
Stand by Me,1986,8.1
Star Trek IV: The Voyage Home,1986,7.3
Transformers: The Movie,1986,7.2
True Stories,1986,7.2
84 Charing Cross Road,1987,7.4
Angel Heart,1987,7.2
Au revoir les enfants,1987,8.0
Babette's Feast (Babettes gæstebud),1987,7.8
Bagdad Cafe (Out of Rosenheim),1987,7.4
Barfly,1987,7.1
"Better Tomorrow II, A (Ying hung boon sik II)",1987,7.2
"Brave Little Toaster, The",1987,7.2
Broadcast News,1987,7.3
"Chinese Ghost Story, A (Sinnui yauwan)",1987,7.4
Chuck Berry Hail! Hail! Rock 'n' Roll,1987,7.7
Cry Freedom,1987,7.4
"Dead, The",1987,7.2
Dirty Dancing,1987,7.1
Eddie Murphy Raw,1987,7.6
Empire of the Sun,1987,7.7
Evil Dead II (Dead by Dawn),1987,7.7
Full Metal Jacket,1987,8.3
"Good Morning, Vietnam",1987,7.3
"Hidden, The",1987,7.0
Hope and Glory,1987,7.3
House of Games,1987,7.2
Housekeeping,1987,7.1
"Last Emperor, The",1987,7.7
Lethal Weapon,1987,7.6
"Lost Boys, The",1987,7.2
Matewan,1987,7.9
Maurice,1987,7.6
Moonstruck,1987,7.2
No Way Out,1987,7.1
"Planes, Trains & Automobiles",1987,7.6
Predator,1987,7.8
Prick Up Your Ears,1987,7.1
"Princess Bride, The",1987,8.0
Radio Days,1987,7.4
Raising Arizona,1987,7.3
RoboCop,1987,7.6
Some Kind of Wonderful,1987,7.0
Spaceballs,1987,7.1
Swimming to Cambodia,1987,7.6
Three O'Clock High,1987,7.1
"Untouchables, The",1987,7.8
Wall Street,1987,7.3
"Wings of Desire (Himmel über Berlin, Der)",1987,7.9
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),1987,7.2
Withnail & I,1987,7.5
"Year My Voice Broke, The",1987,7.3
"Accused, The",1988,7.1
"Adventures of Baron Munchausen, The",1988,7.1
Akira,1988,8.0
Another Woman,1988,7.2
Beaches,1988,7.0
"Beast of War, The (Beast, The)",1988,7.3
Beetlejuice,1988,7.5
Big,1988,7.3
"Big Blue, The (Grand bleu, Le)",1988,7.5
Bird,1988,7.1
Blackadder's Christmas Carol,1988,7.9
Bull Durham,1988,7.0
Camille Claudel,1988,7.3
Chocolat,1988,7.3
Coming to America,1988,7.1
Dangerous Liaisons,1988,7.5
Dead Ringers,1988,7.2
Die Hard,1988,8.2
Dirty Rotten Scoundrels,1988,7.4
"Distant Voices, Still Lives",1988,7.4
Dominick and Eugene,1988,7.0
Drowning by Numbers,1988,7.1
Eight Men Out,1988,7.2
"Fish Called Wanda, A",1988,7.5
Gorillas in the Mist,1988,7.0
Hairspray,1988,7.0
Heart of a Dog (Sobachye serdtse),1988,8.6
Imagine: John Lennon,1988,7.8
Katsastus,1988,7.3
"Land Before Time, The",1988,7.4
"Last Temptation of Christ, The",1988,7.5
Medea,1988,7.1
Midnight Run,1988,7.5
Mississippi Burning,1988,7.8
My Neighbor Totoro (Tonari no Totoro),1988,8.1
"Naked Gun: From the Files of Police Squad!, The",1988,7.6
Police Story 2 (Ging chaat goo si juk jaap),1988,7.1
Powaqqatsi,1988,7.2
Rain Man,1988,8.0
Running on Empty,1988,7.6
Salaam Bombay!,1988,7.9
"Short Film About Killing, A (Krótki film o zabijaniu)",1988,8.0
Stand and Deliver,1988,7.3
Talk Radio,1988,7.2
They Live,1988,7.2
"Thin Blue Line, The",1988,8.0
Torch Song Trilogy,1988,7.8
U2: Rattle and Hum,1988,7.6
"Unbearable Lightness of Being, The",1988,7.3
Who Framed Roger Rabbit?,1988,7.7
Willow,1988,7.2
"World Apart, A",1988,7.0
"Abyss, The",1989,7.5
Back to the Future Part II,1989,7.8
Batman,1989,7.5
Born on the Fourth of July,1989,7.2
Casualties of War,1989,7.1
Christmas Vacation (National Lampoon's Christmas Vacation),1989,7.5
Cinema Paradiso (Nuovo cinema Paradiso),1989,8.5
"Cook the Thief His Wife & Her Lover, The",1989,7.5
Creature Comforts,1989,7.7
Crimes and Misdemeanors,1989,7.8
Dead Poets Society,1989,8.1
"Decalogue, The (Dekalog)",1989,8.9
Do the Right Thing,1989,8.0
Driving Miss Daisy,1989,7.3
Drugstore Cowboy,1989,7.2
"Dry White Season, A",1989,7.0
Field of Dreams,1989,7.5
For All Mankind,1989,8.1
Glory,1989,7.8
"Grand Day Out with Wallace and Gromit, A",1989,7.7
Henry V,1989,7.5
Indiana Jones and the Last Crusade,1989,8.2
Jesus of Montreal (Jésus de Montréal),1989,7.5
Kiki's Delivery Service (Majo no takkyûbin),1989,7.8
"Killer, The (Die xue shuang xiong)",1989,7.7
Lean on Me,1989,7.4
Lethal Weapon 2,1989,7.3
"Little Mermaid, The",1989,7.6
Lonesome Dove,1989,8.7
Major League,1989,7.2
Monsieur Hire,1989,7.5
My Left Foot,1989,7.8
Mystery Train,1989,7.5
Parenthood,1989,7.1
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),1989,7.5
Queen of Hearts,1989,7.0
Raiders of the Lost Ark: The Adaptation,1989,8.0
"Road to Brown, The",1989,8.3
Roger & Me,1989,7.5
Romero,1989,7.1
Santa Sangre,1989,7.5
Say Anything...,1989,7.3
"Sex, Lies, and Videotape",1989,7.2
Shirley Valentine,1989,7.2
Steel Magnolias,1989,7.3
"Unbelievable Truth, The",1989,7.2
Uncle Buck,1989,7.1
Valmont,1989,7.0
"Violent Cop (Sono otoko, kyôbô ni tsuki)",1989,7.1
When Harry Met Sally...,1989,7.7
American Dream,1990,7.8
"Angel at My Table, An",1990,7.4
Avalon,1990,7.2
Awakenings,1990,7.8
Back to the Future Part III,1990,7.4
"Civil War, The",1990,9.0
Cyrano de Bergerac,1990,7.5
Dances with Wolves,1990,8.0
Days of Being Wild (A Fei jingjyuhn),1990,7.4
Die Hard 2,1990,7.1
Edward Scissorhands,1990,7.9
"Femme Nikita, La (Nikita)",1990,7.3
"Field, The",1990,7.3
Ghost,1990,7.1
"Godfather: Part III, The",1990,7.6
Goodfellas,1990,8.7
Home Alone,1990,7.7
"Hunt for Red October, The",1990,7.5
I Hired a Contract Killer,1990,7.2
Jacob's Ladder,1990,7.4
Journey of Hope (Reise der Hoffnung),1990,7.5
Ju Dou,1990,7.6
Life Is Sweet,1990,7.4
"Long Walk Home, The",1990,7.3
Longtime Companion,1990,7.6
"Match Factory Girl, The (Tulitikkutehtaan tyttö)",1990,7.5
Metropolitan,1990,7.3
Miller's Crossing,1990,7.7
Misery,1990,7.8
Mountains of the Moon,1990,7.1
"Nasty Girl, The (schreckliche Mädchen, Das)",1990,7.3
Paris Is Burning,1990,8.2
Pretty Woman,1990,7.1
Pump Up the Volume,1990,7.2
Reversal of Fortune,1990,7.2
Rosencrantz and Guildenstern Are Dead,1990,7.3
Song of the Exile (Ke tu qiu hen),1990,7.4
State of Grace,1990,7.2
"Tale of Springtime, A (Conte de Printemps)",1990,7.1
The Phantom of the Opera,1990,7.4
Tie Me Up! Tie Me Down! (¡Átame!),1990,7.0
Total Recall,1990,7.5
Treasure Island,1990,7.0
Tremors,1990,7.1
Trust,1990,7.4
Wild at Heart,1990,7.2
35 Up,1991,8.1
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),1991,7.2
Barton Fink,1991,7.6
Beauty and the Beast,1991,8.0
Black Robe,1991,7.1
Boyz N the Hood,1991,7.8
"Brief History of Time, A",1991,7.3
Cape Fear,1991,7.3
Carne,1991,7.1
City of Hope,1991,7.3
"Commitments, The",1991,7.6
Defending Your Life,1991,7.2
Delicatessen,1991,7.5
"Doors, The",1991,7.2
"Double Life of Veronique, The (Double Vie de Véronique, La)",1991,7.7
Europa (Zentropa),1991,7.5
"Fisher King, The",1991,7.5
"Five Heartbeats, The",1991,7.5
Flirting,1991,7.1
Fried Green Tomatoes,1991,7.7
Hear My Song,1991,7.0
Hearts of Darkness: A Filmmakers Apocalypse,1991,8.1
JFK,1991,8.0
"Last Boy Scout, The",1991,7.0
Let Him Have It,1991,7.2
Mediterraneo,1991,7.4
My Own Private Idaho,1991,7.0
Night on Earth,1991,7.7
Once Upon a Time in China (Wong Fei Hung),1991,7.2
Point Break,1991,7.3
Proof,1991,7.2
Riff-Raff,1991,7.0
Rubin and Ed,1991,7.0
"Scene at the Sea, A (Ano natsu, ichiban shizukana umi)",1991,7.5
"Silence of the Lambs, The",1991,8.6
Star Trek VI: The Undiscovered Country,1991,7.2
Terminator 2: Judgment Day,1991,8.6
The Man in the Moon,1991,7.3
Thelma & Louise,1991,7.6
"Truly, Madly, Deeply",1991,7.2
What About Bob?,1991,7.0
Aladdin,1992,8.0
American Me,1992,7.1
Bad Lieutenant,1992,7.0
Baraka,1992,8.5
Basic Instinct,1992,7.1
Batman Returns,1992,7.1
Belle époque,1992,7.1
Bitter Moon,1992,7.2
Bob Roberts,1992,7.0
"Boys of St. Vincent, The",1992,7.5
Chaplin,1992,7.5
"Crying Game, The",1992,7.2
Damage (Fatale),1992,7.8
Deep Cover,1992,7.0
Dracula (Bram Stoker's Dracula),1992,7.4
Enchanted April,1992,8.3
"Few Good Men, A",1992,7.7
George Carlin: Jammin' in New York,1992,8.6
Glengarry Glen Ross,1992,7.7
Hard-Boiled (Lat sau san taam),1992,7.7
"Heart in Winter, A (Un coeur en hiver)",1992,7.6
Howards End,1992,7.4
Husbands and Wives,1992,7.5
Indochine,1992,7.0
Into the West,1992,7.0
"Last of the Mohicans, The",1992,7.6
"League of Their Own, A",1992,7.3
Like Water for Chocolate (Como agua para chocolate),1992,7.1
Little Nemo: Adventures in Slumberland,1992,7.1
Lorenzo's Oil,1992,7.3
Malcolm X,1992,7.7
Man Bites Dog (C'est arrivé près de chez vous),1992,7.4
Manufacturing Consent: Noam Chomsky and the Media,1992,8.1
"Midnight Clear, A",1992,7.1
"Muppet Christmas Carol, The",1992,7.8
My Cousin Vinny,1992,7.6
Noises Off...,1992,7.4
Of Mice and Men,1992,7.5
"Olivier, Olivier",1992,7.5
Orlando,1992,7.1
Passion Fish,1992,7.3
Peter's Friends,1992,7.0
"Player, The",1992,7.5
"Power of One, The",1992,7.1
Red Rock West,1992,7.0
Reservoir Dogs,1992,8.3
"River Runs Through It, A",1992,7.2
Scent of a Woman,1992,8.0
Simple Men,1992,7.1
Sneakers,1992,7.1
"Story of Qiu Ju, The (Qiu Ju da guan si)",1992,7.6
Strictly Ballroom,1992,7.2
"Sumo Do, Sumo Don't (Shiko funjatta)",1992,7.2
Twin Peaks: Fire Walk with Me,1992,7.3
Unforgiven,1992,8.2
Wayne's World,1992,7.0
"Age of Innocence, The",1993,7.2
Alive,1993,7.1
And the Band Played On,1993,7.8
Arizona Dream,1993,7.2
Bad Boy Bubby,1993,7.3
Barbarians at the Gate,1993,7.2
Batman: Mask of the Phantasm,1993,7.8
Being Human,1993,7.5
Benny & Joon,1993,7.1
"Bound by Honor (a.k.a. Blood In, Blood Out)",1993,7.9
"Bronx Tale, A",1993,7.8
Carlito's Way,1993,7.9
"Cement Garden, The",1993,7.0
Cool Runnings,1993,7.0
Dazed and Confused,1993,7.6
Dragon: The Bruce Lee Story,1993,7.0
Falling Down,1993,7.6
Fearless,1993,7.1
"Fugitive, The",1993,7.8
Germinal,1993,7.1
Gettysburg,1993,7.6
Grumpy Old Men,1993,7.0
Heart and Souls,1993,7.0
"Home of Our Own, A",1993,7.0
In the Line of Fire,1993,7.2
In the Name of the Father,1993,8.1
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau),1993,7.5
"Joy Luck Club, The",1993,7.7
Jurassic Park,1993,8.2
King of the Hill,1993,7.3
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",1993,7.1
Manhattan Murder Mystery,1993,7.3
Map of the Human Heart,1993,7.0
Menace II Society,1993,7.5
Mrs. Doubtfire,1993,7.1
Much Ado About Nothing,1993,7.3
Naked,1993,7.7
"Nightmare Before Christmas, The",1993,7.9
"Perfect World, A",1993,7.5
Philadelphia,1993,7.7
"Piano, The",1993,7.5
"Remains of the Day, The",1993,7.8
Rudy,1993,7.5
"Saint of Fort Washington, The",1993,7.0
"Sandlot, The",1993,7.8
Schindler's List,1993,9.0
Searching for Bobby Fischer,1993,7.4
"Secret Adventures of Tom Thumb, The",1993,7.2
"Secret Garden, The",1993,7.3
Shadowlands,1993,7.3
Short Cuts,1993,7.6
"Snapper, The",1993,7.3
Some Folks Call It a Sling Blade,1993,7.5
Sonatine (Sonachine),1993,7.5
Stalingrad,1993,7.5
Strawberry and Chocolate (Fresa y chocolate),1993,7.4
Theremin: An Electronic Odyssey,1993,7.3
Thirty-Two Short Films About Glenn Gould,1993,7.3
This Boy's Life,1993,7.3
Tombstone,1993,7.8
True Romance,1993,7.9
"War Room, The",1993,7.4
"Wedding Banquet, The (Xi yan)",1993,7.6
What's Eating Gilbert Grape,1993,7.7
What's Love Got to Do with It?,1993,7.3
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",1993,8.0
Wrestling Ernest Hemingway,1993,7.0
"Adventures of Priscilla, Queen of the Desert, The",1994,7.5
Apollo 13: To the Edge and Back,1994,7.9
Ashes of Time (Dung che sai duk),1994,7.0
Bandit Queen,1994,7.5
Barcelona,1994,7.0
Before the Rain (Pred dozhdot),1994,7.9
Brother Minister: The Assassination of Malcolm X,1994,7.5
"Browning Version, The",1994,7.2
Bullets Over Broadway,1994,7.4
Burnt by the Sun (Utomlyonnye solntsem),1994,7.8
Chungking Express (Chung Hing sam lam),1994,8.0
Clerks,1994,7.7
Crooklyn,1994,7.0
"Crow, The",1994,7.5
Crumb,1994,8.0
Death and the Maiden,1994,7.2
Double Happiness,1994,7.1
Dumb & Dumber (Dumb and Dumber),1994,7.3
Ed Wood,1994,7.8
"Endless Summer 2, The",1994,7.6
Exotica,1994,7.0
Fist of Legend (Jing wu ying xiong),1994,7.5
Forrest Gump,1994,8.8
Four Weddings and a Funeral,1994,7.1
Fresh,1994,7.5
"Great Day in Harlem, A",1994,7.4
Heavenly Creatures,1994,7.3
Hoop Dreams,1994,8.3
"Hudsucker Proxy, The",1994,7.2
Immortal Beloved,1994,7.4
Interview with the Vampire: The Vampire Chronicles,1994,7.5
Ladybird Ladybird,1994,7.4
Lamerica,1994,7.4
"Last Seduction, The",1994,7.0
"Legend of Drunken Master, The (Jui kuen II)",1994,7.5
Legends of the Fall,1994,7.5
Little Women,1994,7.3
Léon: The Professional (a.k.a. The Professional) (Léon),1994,8.5
"Madness of King George, The",1994,7.2
Maverick,1994,7.0
Maya Lin: A Strong Clear Vision,1994,7.3
Muriel's Wedding,1994,7.2
Natural Born Killers,1994,7.2
Nobody's Fool,1994,7.3
Once Were Warriors,1994,7.9
Priest,1994,7.1
Pulp Fiction,1994,8.9
"Pure Formality, A (Pura formalità, Una)",1994,7.5
"Queen Margot (Reine Margot, La)",1994,7.4
Quiz Show,1994,7.5
"Secret of Roan Inish, The",1994,7.4
Shallow Grave,1994,7.3
"Shawshank Redemption, The",1994,9.3
Speed,1994,7.3
Stargate,1994,7.0
"Sum of Us, The",1994,7.3
True Lies,1994,7.3
Vanya on 42nd Street,1994,7.3
What Happened Was...,1994,7.2
Wild Reeds (Les roseaux sauvages),1994,7.3
Angel Baby,1995,7.0
Anne Frank Remembered,1995,8.1
Antonia's Line (Antonia),1995,7.4
Apollo 13,1995,7.7
Balto,1995,7.1
"Basketball Diaries, The",1995,7.3
Before Sunrise,1995,8.1
Braveheart,1995,8.3
"Bridges of Madison County, The",1995,7.6
Casino,1995,8.2
"Celluloid Closet, The",1995,7.8
Cold Comfort Farm,1995,7.2
Cold Fever (Á köldum klaka),1995,7.0
"Confessional, The (Confessionnal, Le)",1995,7.4
Crimson Tide,1995,7.3
"Cure, The",1995,7.7
"Day of the Beast, The (Día de la Bestia, El)",1995,7.3
Dead Man,1995,7.5
Dead Man Walking,1995,7.5
Desperado,1995,7.1
Die Hard: With a Vengeance,1995,7.6
Dolores Claiborne,1995,7.4
Friday,1995,7.2
Ghost in the Shell (Kôkaku kidôtai),1995,7.9
GoldenEye,1995,7.2
Grateful Dead,1995,7.0
"Happiness Is in the Field (Bonheur est dans le pré, Le)",1995,7.0
"Hate (Haine, La)",1995,7.5
Heat,1995,8.3
"Horseman on the Roof, The (Hussard sur le toit, Le)",1995,7.0
In the Bleak Midwinter,1995,7.2
Jumanji,1995,7.1
Kids,1995,7.0
Kummeli Stories,1995,7.0
La Cérémonie,1995,7.5
Land and Freedom (Tierra y libertad),1995,7.5
Leaving Las Vegas,1995,7.5
"Little Princess, A",1995,7.6
Living in Oblivion,1995,7.5
Madame Butterfly,1995,7.0
Mallrats,1995,7.0
Margaret's Museum,1995,7.2
Memories (Memorîzu),1995,7.5
Mighty Aphrodite,1995,7.0
"Misérables, Les",1995,7.5
Mr. Holland's Opus,1995,7.3
Murder in the First,1995,7.3
Nixon,1995,7.1
Once Upon a Time... When We Were Colored,1995,7.4
"Personal Journey with Martin Scorsese Through American Movies, A",1995,8.5
Persuasion,1995,7.9
Pride and Prejudice,1995,8.8
"Rendezvous in Paris (Rendez-vous de Paris, Les)",1995,7.2
Richard III,1995,7.3
Safe,1995,7.1
Sense and Sensibility,1995,7.7
Shanghai Triad (Yao a yao yao dao waipo qiao),1995,7.1
Smoke,1995,7.4
Stonewall,1995,7.1
Strange Days,1995,7.2
Tokyo Fist (Tokyo ken),1995,7.0
Tommy Boy,1995,7.1
Toy Story,1995,8.3
Twelve Monkeys (a.k.a. 12 Monkeys),1995,8.0
Underground,1995,8.0
"Usual Suspects, The",1995,8.5
"Walking Dead, The",1995,8.1
Wallace & Gromit: A Close Shave,1995,8.1
Welcome to the Dollhouse,1995,7.4
Whisper of the Heart (Mimi wo sumaseba),1995,7.8
"White Balloon, The (Badkonake sefid)",1995,7.6
"Young Poisoner's Handbook, The",1995,7.0
Bastard Out of Carolina,1996,7.3
Beautiful Girls,1996,7.1
Beautiful Thing,1996,7.6
Beyond Silence (Jenseits der Stille),1996,7.4
Big Night,1996,7.3
"Birdcage, The",1996,7.2
Bound,1996,7.3
Brassed Off,1996,7.2
Breaking the Waves,1996,7.8
Captain Conan (Capitaine Conan),1996,7.2
Citizen Ruth,1996,7.0
"Daytrippers, The",1996,7.0
Different for Girls,1996,7.0
"Eighth Day, The (Huitième jour, Le)",1996,7.5
"English Patient, The",1996,7.4
"Family Thing, A",1996,7.1
Fargo,1996,8.1
Fire,1996,7.1
"Frighteners, The",1996,7.1
From Dusk Till Dawn,1996,7.2
George Carlin: Back in Town,1996,8.6
God of Cookery (Sik san),1996,7.2
Hamlet,1996,7.7
Hands on a Hard Body,1996,7.6
Happy Gilmore,1996,7.0
Hard Core Logo,1996,7.2
"Haunted World of Edward D. Wood Jr., The",1996,7.3
Hearts and Minds,1996,8.2
Hollow Reed,1996,7.2
"Hunchback of Notre Dame, The",1996,7.0
Irma Vep,1996,7.0
It's My Party,1996,7.1
Jerry Maguire,1996,7.3
Kolya (Kolja),1996,7.7
Last Man Standing,1996,7.5
Lone Star,1996,7.4
Looking for Richard,1996,7.3
Marlene Dietrich: Shadow and Light,1996,7.2
Matilda,1996,7.0
Michael Collins,1996,7.1
Microcosmos (Microcosmos: Le peuple de l'herbe),1996,7.9
Mission: Impossible,1996,7.2
Mother Night,1996,7.1
Mystery Science Theater 3000: The Movie,1996,7.2
Paradise Lost: The Child Murders at Robin Hood Hills,1996,8.2
"People vs. Larry Flynt, The",1996,7.3
"Perfect Candidate, A",1996,7.3
Pie in the Sky,1996,7.7
Ponette,1996,7.5
Primal Fear,1996,7.7
Prisoner of the Mountains (Kavkazsky plennik),1996,7.5
Pusher,1996,7.3
Ridicule,1996,7.3
"Rock, The",1996,7.4
Scream,1996,7.4
Secrets & Lies,1996,8.0
Shall We Dance? (Shall We Dansu?),1996,7.7
Shine,1996,7.6
Sleepers,1996,7.5
Sling Blade,1996,8.0
Snowriders,1996,7.7
Some Mother's Son,1996,7.2
"Spitfire Grill, The",1996,7.0
Star Trek: First Contact,1996,7.6
"Summer's Tale, A (Conte d'été)",1996,7.6
Swingers,1996,7.2
Sydney (Hard Eight),1996,7.1
That Thing You Do!,1996,7.0
Thesis (Tesis),1996,7.4
"Time to Kill, A",1996,7.5
Trainspotting,1996,8.1
Trees Lounge,1996,7.1
Twelfth Night,1996,7.1
Waiting for Guffman,1996,7.4
When We Were Kings,1996,7.9
"Whole Wide World, The",1996,7.0
12 Angry Men,1997,7.8
24 7: Twenty Four Seven,1997,7.0
4 Little Girls,1997,7.8
Amistad,1997,7.3
Anastasia,1997,7.1
"Apostle, The",1997,7.2
As Good as It Gets,1997,7.7
Austin Powers: International Man of Mystery,1997,7.0
Bent,1997,7.1
"Big One, The",1997,7.1
Boogie Nights,1997,7.9
"Boxer, The",1997,7.0
Breakdown,1997,7.0
Brother (Brat),1997,7.8
"Butcher Boy, The",1997,7.1
Career Girls,1997,7.1
"Castle, The",1997,7.6
Character (Karakter),1997,7.7
Chasing Amy,1997,7.2
"Children of Heaven, The (Bacheha-Ye Aseman)",1997,8.2
Contact,1997,7.5
Cop Land,1997,7.0
Cube,1997,7.1
Cure,1997,7.5
Deconstructing Harry,1997,7.3
"Devil's Advocate, The",1997,7.5
Donnie Brasco,1997,7.7
Eddie Izzard: Glorious,1997,8.4
Eve's Bayou,1997,7.2
Face/Off,1997,7.3
"Fast, Cheap & Out of Control",1997,7.1
"Fifth Element, The",1997,7.6
Firelight,1997,7.2
"Four Days in September (O Que É Isso, Companheiro?)",1997,7.4
"Full Monty, The",1997,7.2
Funny Games,1997,7.5
"Game, The",1997,7.7
Gattaca,1997,7.7
Good Will Hunting,1997,8.3
Grosse Pointe Blank,1997,7.3
Henry Fool,1997,7.1
Hercules,1997,7.3
"Ice Storm, The",1997,7.3
In the Company of Men,1997,7.1
Insomnia,1997,7.2
Jackie Brown,1997,7.5
Knockin' on Heaven's Door,1997,7.8
Kundun,1997,7.0
L.A. Confidential,1997,8.2
Lawn Dogs,1997,7.4
Life Is Beautiful (La Vita è bella),1997,8.6
Little Dieter Needs to Fly,1997,8.0
Lost Highway,1997,7.6
Love Jones,1997,7.3
Love! Valour! Compassion!,1997,7.0
Men in Black (a.k.a. MIB),1997,7.3
Men with Guns,1997,7.6
Men with Guns,1997,7.6
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",1997,7.2
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",1997,8.1
Nil By Mouth,1997,7.3
Perfect Blue,1997,8.0
Princess Mononoke (Mononoke-hime),1997,8.3
"Rainmaker, The",1997,7.2
Regeneration,1997,7.0
Rosewood,1997,7.2
Seven Years in Tibet,1997,7.1
Soul Food,1997,7.0
"Spanish Prisoner, The",1997,7.2
Starship Troopers,1997,7.3
"Sweet Hereafter, The",1997,7.4
Taste of Cherry (Ta'm e guilass),1997,7.7
That Darn Cat,1997,7.2
The Thief,1997,7.6
Titanic,1997,7.9
Ulee's Gold,1997,7.0
Waco: The Rules of Engagement,1997,7.8
Wag the Dog,1997,7.1
"Wings of the Dove, The",1997,7.1
42 Up,1998,8.2
American History X,1998,8.5
"Autumn Tale, An (Conte d'automne)",1998,7.4
Babylon 5: In the Beginning,1998,7.7
Batman & Mr. Freeze: Subzero,1998,7.1
"Batman/Superman Movie, The",1998,7.3
"Big Lebowski, The",1998,8.1
Blade,1998,7.1
Blues Harp,1998,7.0
"Brandon Teena Story, The",1998,7.0
Buffalo '66 (a.k.a. Buffalo 66),1998,7.4
"Bug's Life, A",1998,7.2
"Celebration, The (Festen)",1998,8.0
Central Station (Central do Brasil),1998,8.0
Cowboy Bebop,1998,8.9
Croupier,1998,7.0
"Cruise, The",1998,7.6
Dangerous Beauty,1998,7.1
Dark City,1998,7.6
"Dinner Game, The (Dîner de cons, Le)",1998,7.6
"Dreamlife of Angels, The (Vie rêvée des anges, La)",1998,7.4
Earth,1998,8.6
Elizabeth,1998,7.4
Enemy of the State,1998,7.3
Ever After: A Cinderella Story,1998,7.1
Everest,1998,7.0
Everything's Gonna Be Great,1998,8.1
Fallen,1998,7.0
Fear and Loathing in Las Vegas,1998,7.5
From the Earth to the Moon,1998,8.6
"General, The",1998,7.2
Get Real,1998,7.5
God Said 'Ha!',1998,7.2
Gods and Monsters,1998,7.3
Happiness,1998,7.7
"Henry: Portrait of a Serial Killer, Part 2",1998,7.0
Hilary and Jackie,1998,7.3
"Hole, The (Dong)",1998,7.0
"Interview, The",1998,7.0
Jin Roh: The Wolf Brigade (Jin-Rô),1998,7.3
Last Night,1998,7.1
"Life and Times of Hank Greenberg, The",1998,7.6
Little Voice,1998,7.0
"Lock, Stock & Two Smoking Barrels",1998,8.1
Meet Joe Black,1998,7.2
"Mighty, The",1998,7.2
"Misérables, Les",1998,7.4
More,1998,7.9
Mulan,1998,7.7
My Name Is Joe,1998,7.4
"Negotiator, The",1998,7.3
Out of Sight,1998,7.0
Party Monster,1998,7.2
"Pentagon Wars, The",1998,7.2
Pleasantville,1998,7.5
"Prince of Egypt, The",1998,7.2
Radiohead: Meeting People Is Easy,1998,7.5
"Red Violin, The (Violon rouge, Le)",1998,7.6
Ringu (Ring),1998,7.2
Ronin,1998,7.2
Rounders,1998,7.3
Run Lola Run (Lola rennt),1998,7.6
Rushmore,1998,7.6
SLC Punk!,1998,7.4
Savior,1998,7.2
Shakespeare in Love,1998,7.1
Show Me Love (Fucking Åmål),1998,7.5
"Simple Plan, A",1998,7.5
Slam,1998,7.0
Smoke Signals,1998,7.2
Still Crazy,1998,7.0
Such a Long Journey,1998,7.2
Tango,1998,7.0
Taxi,1998,7.0
There's Something About Mary,1998,7.1
"Thin Red Line, The",1998,7.6
Train of Life (Train de vie),1998,7.6
"Truman Show, The",1998,8.2
Waking Ned Devine (a.k.a. Waking Ned),1998,7.3
What Dreams May Come,1998,7.0
Without Limits,1998,7.2
"X-Files: Fight the Future, The",1998,7.7
Xiu Xiu: The Sent-Down Girl (Tian yu),1998,7.5
10 Things I Hate About You,1999,7.3
"Affair of Love, An (Liaison pornographique, Une)",1999,7.0
American Beauty,1999,8.3
American Movie,1999,7.8
American Pie,1999,7.0
Angela's Ashes,1999,7.3
Arlington Road,1999,7.2
Babylon 5: A Call to Arms,1999,7.1
Barenaked in America,1999,7.6
Being John Malkovich,1999,7.7
Blackadder Back & Forth,1999,7.6
Boys Don't Cry,1999,7.5
Buena Vista Social Club,1999,7.6
"Cider House Rules, The",1999,7.4
